market for sodium phenolate;sodium phenolate;kilogram;GLO;5734
treatment of waste polystyrene isolation, flame-retardant, collection for final disposal;waste polystyrene isolation, flame-retardant;kilogram;Europe without Switzerland;5735
market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refri(...)_15;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, freezing;ton kilometer;GLO;5736
wood preservation, vacuum pressure method, inorganic salt, containing Cr, outdoor use, ground contact;wood preservation, vacuum pressure method, inorganic salt, containing Cr, outdoor use, ground contact;kilogram;RER;5737
nutrient supply from NPK (15-15-15) fertiliser;inorganic potassium fertiliser, as K2O;kilogram;CN;5738
treatment of blast furnace gas, in power plant;electricity, high voltage;kilowatt hour;CN-BJ;5739
market for waste packaging paper;waste packaging paper;kilogram;BA;5740
electricity voltage transformation, residual mix, from medium to low voltage;electricity, low voltage;kilowatt hour;ES;5741
bamboo pole production;bamboo pole;kilogram;PH;5742
market for wood preservation, vacuum pressure method, organic salts, Cr-free, outdoor use, ground contact;wood preservation, vacuum pressure method, organic salts, Cr-free, outdoor use, ground contact;kilogram;GLO;5743
petroleum and gas production, offshore;natural gas, high pressure;cubic meter;CA;5744
treatment of bottom ash, MSWI, municipal solid waste, slag compartment;bottom ash, MSWI, municipal solid waste;kilogram;SE;5745
nitrotoluenes production, toluene nitration;p-nitrotoluene;kilogram;CN;5746
butter production, from cream, from cow milk;skimmed milk, from cow milk;kilogram;GLO;5747
market for waste polyethylene terephthalate;waste polyethylene terephthalate;kilogram;ME;5748
compressed air production, 700 kPa gauge, >30kW, average generation;compressed air, 700 kPa gauge;cubic meter;RoW;5749
mowing, by rotary mower;mowing, by rotary mower;hectare;RoW;5750
market for inorganic potassium fertiliser, as K2O;inorganic potassium fertiliser, as K2O;kilogram;KE;5751
trichloropropane production;trichloropropane;kilogram;GLO;5752
land already in use, annual cropland to perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-SP;5753
market for transmission network, electricity, high voltage direct current land cable;transmission network, electricity, high voltage direct current land cable;kilometer;RER;5754
aluminium production, primary, liquid, prebake;aluminium, primary, liquid;kilogram;IAI Area, Gulf Cooperation Council;5755
market for operation, housing system, pig, per pig place, electricity from renewable energy products;operation, housing system, pig, per pig place, electricity from renewable energy products;unit;GLO;5756
market for electricity, high voltage;electricity, high voltage;kilowatt hour;CY;5757
treatment of bottom ash, MSWI-WWT, WW from tube collector production, slag compartment;bottom ash, MSWI-WWT, WW from tube collector production;kilogram;GLO;5758
acetone cyanohydrin production;acetone cyanohydrin;kilogram;RoW;5759
land already in use, annual cropland to perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-AC;5760
petroleum and gas production, offshore;natural gas, high pressure;cubic meter;TT;5761
electricity production, wind, >3MW turbine, onshore;electricity, high voltage;kilowatt hour;LV;5762
heat production, hardwood chips from forest, at furnace 5000kW, state-of-the-art 2014;heat, district or industrial, other than natural gas;megajoule;RoW;5763
electricity production, deep geothermal;electricity, high voltage;kilowatt hour;ID;5764
vegetable oil refinery construction;vegetable oil refinery;unit;GLO;5765
market for tin dioxide;tin dioxide;kilogram;GLO;5766
electricity production, hydro, run-of-river;electricity, high voltage;kilowatt hour;CN-XZ;5767
ethyl tert-butyl ether production, from bioethanol;ethyl tert-butyl ether;kilogram;RER;5768
market for extrusion, plastic pipes;extrusion, plastic pipes;kilogram;GLO;5769
treatment of bottom ash, MSWI-WWT-SLF, waste polyethylene, slag compartment;bottom ash, MSWI-WWT-SLF, waste polyethylene;kilogram;GLO;5770
stirling heat and power co-generation unit construction, 3kW electrical, wood pellet, future;stirling heat and power co-generation unit, 3kW electrical, wood pellet, future;unit;RoW;5771
market for bottom ash, MSWI[F], raw sewage sludge;bottom ash, MSWI[F], raw sewage sludge;kilogram;CH;5772
market for electricity, for reuse in municipal waste incineration only;electricity, for reuse in municipal waste incineration only;kilowatt hour;IT;5773
transport, tram;transport, tram;person kilometer;CH;5774
treatment of bottom ash, MSWI[F], scrap copper, slag compartment;bottom ash, MSWI[F], scrap copper;kilogram;CH;5775
natural gas production, liquefied;natural gas, liquefied;cubic meter;DZ;5776
clear-cutting, primary forest to arable land, perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-ES;5777
market for leachate, SLF, waste bitumen;leachate, SLF, waste bitumen;cubic meter;CH;5778
treatment of municipal solid waste, municipal incineration;heat, for reuse in municipal waste incineration only;megajoule;JP;5779
paper production, woodfree, coated, at integrated mill;paper, woodfree, coated;kilogram;RER;5780
electricity production, hard coal;electricity, high voltage;kilowatt hour;CN-SD;5781
printed wiring board production, mounted mainboard, mobile device, double-sided, Pb free;printed wiring board, mounted mainboard, mobile device, double-sided, Pb free;square meter;GLO;5782
electricity production, lignite;electricity, high voltage;kilowatt hour;US-TRE;5783
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;IR;5784
heat and power co-generation, wood chips, 6667 kW;heat, district or industrial, other than natural gas;megajoule;BR-South-eastern/Mid-western grid;5785
operation, housing system, cattle, loose;operation, housing system, cattle, loose, per animal unit;unit;RoW;5786
heat and power co-generation, oil;electricity, high voltage;kilowatt hour;HU;5787
market for 3-methylpyridine;3-methylpyridine;kilogram;RoW;5788
printing ink production, rotogravure, product in 55% toluene solution state;printing ink, rotogravure, without solvent, in 55% toluene solution state;kilogram;RER;5789
treatment of waste bitumen, sanitary landfill;waste bitumen;kilogram;Europe without Switzerland;5790
market for flat glass, coated;flat glass, coated;kilogram;RoW;5791
market for municipal solid waste;municipal solid waste;kilogram;LV;5792
treatment of sludge from pulp and paper production, sanitary landfill;sludge from pulp and paper production;kilogram;RoW;5793
weaned calves production on native and planted pasture, Pantanal;weaned heifers, live weight;kilogram;BR;5794
limestone production, crushed, for mill;limestone, crushed, for mill;kilogram;CH;5795
market for wafer, fabricated, for integrated circuit;wafer, fabricated, for integrated circuit;square meter;GLO;5796
market for amine oxides;amine oxides;kilogram;GLO;5797
petroleum slack wax production, petroleum refinery operation;petroleum slack wax;kilogram;BR;5798
heat and power co-generation, wood chips, 6667 kW;heat, district or industrial, other than natural gas;megajoule;PE;5799
market for molybdenite;molybdenite;kilogram;GLO;5800
treatment of brake wear emissions, lorry;brake wear emissions, lorry;kilogram;RoW;5801
petrol production, unleaded, petroleum refinery operation;petrol, unleaded;kilogram;RoW;5802
treatment of bottom ash, MSWI[F]-WWT-SLF, municipal solid waste, slag compartment;bottom ash, MSWI[F]-WWT-SLF, municipal solid waste;kilogram;CH;5803
lath, hardwood, raw, kiln drying to u=10%;sawnwood, lath, hardwood, raw, dried (u=10%);cubic meter;CH;5804
market for land use change, annual crop;land use change, annual crop;hectare;BR-DF;5805
polyvinylfluoride production, dispersion;polyvinylfluoride, dispersion;kilogram;RoW;5806
sodium hydrogen sulfite production;sodium hydrogen sulfite;kilogram;RER;5807
market for waste packaging paper;waste packaging paper;kilogram;CY;5808
ethanol production from rye;ethanol, without water, in 95% solution state, from fermentation;kilogram;RoW;5809
market for sewage sludge, 97% water, WWT, WW from ammonium paratungstate production;sewage sludge, 97% water, WWT, WW from ammonium paratungstate production;kilogram;RoW;5810
clear-cutting, primary forest to arable land, pasture, man made;land tenure, arable land, measured as carbon net primary productivity, pasture, man made;kilogram;BR-MG;5811
sodium cumenesulphonate production;sodium cumenesulphonate;kilogram;RER;5812
market for cast iron removed by drilling, computer numerical controlled;cast iron removed by drilling, computer numerical controlled;kilogram;GLO;5813
peanut seed production, at farm;peanut seed, at farm;kilogram;IN;5814
laterite quarry operation;laterite, mineral;kilogram;RoW;5815
treatment of sewage sludge, 75% water, WWT, WW from grass refinery, sanitary landfill;sewage sludge, 75% water, WWT, WW from grass refinery;kilogram;GLO;5816
furnace production, logs, softwood storage area, 6kW;furnace, logs, softwood storage area, 6kW;unit;CH;5817
market for residues, MSWI, waste paperboard;residues, MSWI, waste paperboard;kilogram;GLO;5818
market for clay pit infrastructure;clay pit infrastructure;unit;GLO;5819
impact extrusion of aluminium, 5 strokes;impact extrusion of aluminium, 5 strokes;kilogram;RER;5820
electricity production, high voltage, for Swiss Federal Railways;electricity, high voltage, for Swiss Federal Railways;kilowatt hour;CH;5821
fatty alcohol sulfate production, from palm kernel oil;fatty alcohol sulfate;kilogram;RER;5822
sawnwood production, hardwood, raw, dried (u=10%);sawnwood, hardwood, raw, dried (u=10%);cubic meter;CH;5823
market for biomethane, high pressure;biomethane, high pressure;cubic meter;RoW;5824
Distiller's Dried Grains with Solubles to generic market for protein feed;protein feed, 100% crude;kilogram;GLO;5825
mint production;mint;kilogram;US;5826
market for electricity, high voltage;electricity, high voltage;kilowatt hour;US-TRE;5827
planing, lath, softwood, u=20%;sawnwood, lath, softwood, dried (u=20%), planed;cubic meter;Europe without Switzerland;5828
onion seedling production, for planting;onion seedling, for planting;unit;RoW;5829
treatment of decommissioned airport infrastructure, contaminated gravel;decommissioned airport infrastructure, contaminated gravel;unit;RoW;5830
market for explosive, tovex;explosive, tovex;kilogram;GLO;5831
heat and power co-generation, lignite;heat, district or industrial, other than natural gas;megajoule;AU;5832
market for tillage, rotary cultivator;tillage, rotary cultivator;hectare;GLO;5833
natural gas, high pressure, import from TT;natural gas, high pressure;cubic meter;CN;5834
electricity production, hydro, reservoir, non-alpine region;electricity, high voltage;kilowatt hour;CA-NF;5835
urea formaldehyde foam slab production, hard;urea formaldehyde foam slab, hard;kilogram;CH;5836
petroleum and gas production, onshore;petroleum;kilogram;BR;5837
treatment of bottom ash, MSWI[F]-WWT, WW from pig iron production, slag compartment;bottom ash, MSWI[F]-WWT, WW from pig iron production;kilogram;CH;5838
transport, passenger, electric bicycle;transport, passenger, electric bicycle;person kilometer;CH;5839
market for natural gas, high pressure;natural gas, high pressure;cubic meter;NO;5840
market for sewage sludge, 97% water, WWT, rainwater mineral oil storage;sewage sludge, 97% water, WWT, rainwater mineral oil storage;kilogram;Europe without Switzerland;5841
treatment of waste gypsum plasterboard, recycling;waste gypsum plasterboard;kilogram;CH;5842
treatment of bottom ash, MSWI, municipal solid waste, slag compartment;bottom ash, MSWI, municipal solid waste;kilogram;JP;5843
coke production, dry quenching;steam, in chemical industry;kilogram;CN;5844
anchovy, capture by steel purse seiner and landing whole, fresh;landed anchovy, fresh;kilogram;PE;5845
compressed air production, 600 kPa gauge, >30kW, best generation;compressed air, 600 kPa gauge;cubic meter;RoW;5846
lithium hexafluorophosphate production;lithium hexafluorophosphate;kilogram;CN;5847
toluene diisocyanate production;hydrochloric acid, without water, in 30% solution state;kilogram;RER;5848
heat transport fluid system construction, solar thermal parabolic trough, 50 MW;heat transport fluid system, solar thermal parabolic trough, 50 MW;unit;RoW;5849
nutrient supply from phosphate rock, beneficiated;inorganic phosphorus fertiliser, as P2O5;kilogram;RER;5850
market for natural gas, high pressure;natural gas, high pressure;cubic meter;SK;5851
market for heat and power co-generation unit, 500kW electrical, components for heat only;heat and power co-generation unit, 500kW electrical, components for heat only;unit;GLO;5852
electricity production, hydro, pumped storage;electricity, high voltage;kilowatt hour;FR;5853
treatment of waste emulsion paint, hazardous waste incineration;waste emulsion paint;kilogram;RoW;5854
market for tin slag;tin slag;kilogram;GLO;5855
treatment of waste paperboard, unsanitary landfill, very wet infiltration class (1000mm);waste paperboard;kilogram;GLO;5856
market for limestone, crushed, for mill;limestone, crushed, for mill;kilogram;CH;5857
market for chromium steel removed by turning, primarily roughing, conventional;chromium steel removed by turning, primarily roughing, conventional;kilogram;GLO;5858
market for waste zeolite;waste zeolite;kilogram;CH;5859
market for nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;kilogram;GLO;5860
heat and power co-generation, biogas, gas engine;heat, central or small-scale, other than natural gas;megajoule;ES;5861
market for fuel cell, stack solid oxide, 125kW electrical, future;fuel cell, stack solid oxide, 125kW electrical, future;unit;GLO;5862
ethanolamine production;triethanolamine;kilogram;RER;5863
market for waste bitumen sheet;waste bitumen sheet;kilogram;CH;5864
market group for transport, freight train;transport, freight train;ton kilometer;RER;5865
electricity voltage transformation, residual mix, from medium to low voltage;electricity, low voltage;kilowatt hour;EE;5866
market for hazardous waste, for underground deposit;hazardous waste, for underground deposit;kilogram;RoW;5867
transport, passenger aircraft, medium haul;transport, passenger aircraft, medium haul;person kilometer;GLO;5868
concrete production, 37MPa, for civil engineering, with cement, CEM II/A;concrete, 37MPa;cubic meter;CH;5869
market for diesel;diesel;kilogram;IN;5870
treatment of sewage sludge, 97% water, WWT[R], WW from anaerobic digestion of whey, landfarming;organic nitrogen fertiliser, as N;kilogram;RoW;5871
electricity, high voltage, import from NG;electricity, high voltage;kilowatt hour;NE;5872
transport, passenger aircraft, short haul;transport, passenger aircraft, short haul;person kilometer;GLO;5873
treatment of municipal solid waste, municipal incineration;electricity, for reuse in municipal waste incineration only;kilowatt hour;CZ;5874
unsaturated hydrocarbons production, steam cracking operation, average;pyrolysis fuel oil;kilogram;RER;5875
market for hard coal briquettes;hard coal briquettes;megajoule;RoW;5876
light fuel oil production, from waste polyethylene;pitch;kilogram;CH;5877
treatment of residues, MSWI[F], waste polyvinylchloride, residual material landfill;residues, MSWI[F], waste polyvinylchloride;kilogram;CH;5878
market for waste polystyrene;waste polystyrene;kilogram;RS;5879
market for heat transport fluid system, solar thermal parabolic trough, 50 MW;heat transport fluid system, solar thermal parabolic trough, 50 MW;unit;GLO;5880
hydrocarbons purification, molecular sieve separation of naphtha;2,3-dimethylbutane;kilogram;RoW;5881
land use change, perennial crop;land use change, perennial crop;hectare;MG;5882
electricity voltage transformation from medium to low voltage;electricity, low voltage;kilowatt hour;TT;5883
electricity production, photovoltaic, 570kWp open ground installation, multi-Si;electricity, low voltage;kilowatt hour;CN-GS;5884
market for residues, MSWI, waste polyethylene;residues, MSWI, waste polyethylene;kilogram;GLO;5885
market for gas motor, mini CHP plant;gas motor, mini CHP plant;unit;GLO;5886
electricity voltage transformation from high to medium voltage;electricity, medium voltage;kilowatt hour;CA-SK;5887
electricity production, photovoltaic, 570kWp open ground installation, multi-Si;electricity, low voltage;kilowatt hour;CN-NM;5888
disodium disulphite production;disodium disulphite;kilogram;GLO;5889
sunflower production;sunflower seed;kilogram;RoW;5890
sodium tetrahydridoborate production, Brown-Schlesinger process;sodium methoxide;kilogram;GLO;5891
compressed air production, 800 kPa gauge, >30kW, optimized generation;compressed air, 800 kPa gauge;cubic meter;RoW;5892
fatty acid production, from coconut oil;fatty acid;kilogram;RER;5893
thionyl chloride production;thionyl chloride;kilogram;RER;5894
market for nickel sulfate;nickel sulfate;kilogram;GLO;5895
electricity, low voltage, residual mix;electricity, low voltage;kilowatt hour;PL;5896
electricity voltage transformation from high to medium voltage;electricity, medium voltage;kilowatt hour;US-HICC;5897
shale brick production;shale brick;kilogram;CA-QC;5898
soybean meal and crude oil production;soybean meal;kilogram;RER;5899
land already in use, annual cropland to annual crop;land tenure, arable land, measured as carbon net primary productivity, annual crop;kilogram;HU;5900
market for mine infrastructure, bauxite;mine infrastructure, bauxite;unit;GLO;5901
electricity, high voltage, production mix;electricity, high voltage;kilowatt hour;US-PR;5902
carrot seed production, for sowing;carrot seed, for sowing;kilogram;RoW;5903
flexible duct production, aluminium/PET, DN of 125;flexible duct, aluminium/PET, DN of 125;meter;RoW;5904
ethanol production from sugar beet;ethanol, without water, in 95% solution state, from fermentation;kilogram;CH;5905
lemon production;lemon;kilogram;TR;5906
heat and power co-generation, wood chips, 6667 kW;heat, district or industrial, other than natural gas;megajoule;BG;5907
butanols production, hydroformylation of propylene;1-butanol;kilogram;RoW;5908
market for concrete, 50MPa;concrete, 50MPa;cubic meter;RNA;5909
cement production, CP IV;hard coal ash;kilogram;BR;5910
lath, hardwood, raw, kiln drying to u=20%;sawnwood, lath, hardwood, raw, dried (u=20%);cubic meter;RoW;5911
treatment of bottom ash, MSWI, scrap steel, slag compartment;bottom ash, MSWI, scrap steel;kilogram;RoW;5912
primary zinc production from concentrate;sulfur dioxide, liquid;kilogram;RoW;5913
tellurium production, semiconductor-grade;tellurium, semiconductor-grade;kilogram;RoW;5914
treatment of residues, MSWI[F]-WWT-SLF, waste paint, residual material landfill;residues, MSWI[F]-WWT-SLF, waste paint;kilogram;CH;5915
storage production, 650 l mini CHP plant;storage, 650 l mini CHP plant;unit;RoW;5916
treatment of residues, MSWI, waste polyethylene terephthalate, residual material landfill;residues, MSWI, waste polyethylene terephthalate;kilogram;GLO;5917
natural gas pressure reduction, from high to low pressure;natural gas, low pressure;cubic meter;GB;5918
fishmeal and fish oil production, 65-67% protein;fish oil, from anchovy;kilogram;RoW;5919
market for esterquat;esterquat;kilogram;RoW;5920
strontium mine operation and beneficiation;strontium sulfate, 90% SrSO4;kilogram;RoW;5921
electricity, high voltage, import from RS;electricity, high voltage;kilowatt hour;MK;5922
heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;electricity, high voltage;kilowatt hour;FI;5923
synthetic rubber production;synthetic rubber;kilogram;RER;5924
tillage, ploughing;tillage, ploughing;hectare;CA-QC;5925
maize grain production, second crop;maize grain;kilogram;BR-TO;5926
treatment of bottom ash, MSWI[F], waste plastic, consumer electronics, slag compartment;bottom ash, MSWI[F], waste plastic, consumer electronics;kilogram;CH;5927
market for waste glass;waste glass;kilogram;ES;5928
heat production, propane, at industrial furnace >100kW;heat, district or industrial, other than natural gas;megajoule;CA-QC;5929
market for concrete, 30MPa;concrete, 30MPa;cubic meter;CH;5930
land use change, annual crop;land use change, annual crop;hectare;IL;5931
coffee green bean production, arabica;coffee, green bean;kilogram;CO;5932
paper production, woodfree, coated, at integrated mill;paper, woodfree, coated;kilogram;RoW;5933
uranium production, diffusion, enriched 3.0%;uranium, enriched 3.0%, per separative work unit;unit;FR;5934
treatment of residues, MSWI, waste emulsion paint, residual material landfill;residues, MSWI, waste emulsion paint;kilogram;RoW;5935
electricity production, natural gas, conventional power plant;electricity, high voltage;kilowatt hour;CN-NM;5936
treatment of blast furnace gas, in power plant;electricity, high voltage;kilowatt hour;CN-SX;5937
market for land tenure, arable land, measured as carbon net primary productivity, annual crop;land tenure, arable land, measured as carbon net primary productivity, annual crop;kilogram;BR-MS;5938
market for iron ore, crude ore, 46% Fe;iron ore, crude ore, 46% Fe;kilogram;GLO;5939
heat and power co-generation, biogas, gas engine;electricity, high voltage;kilowatt hour;LU;5940
ethoxylated alcohol (AE11) production, palm oil;ethoxylated alcohol (AE11);kilogram;RoW;5941
land already in use, perennial cropland to perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-SP;5942
rare earth oxides production, from rare earth oxide concentrate, 70% REO;europium oxide;kilogram;CN-SC;5943
treatment of bottom ash, MSWI-WWT, WW from PV cell production, slag compartment;bottom ash, MSWI-WWT, WW from PV cell production;kilogram;GLO;5944
hardwood forestry, oak, sustainable forest management;wood chips, wet, measured as dry mass;kilogram;RoW;5945
compressed air production, 700 kPa gauge, >30kW, best generation;compressed air, 700 kPa gauge;cubic meter;RER;5946
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;JP;5947
market for land use change, annual crop;land use change, annual crop;hectare;AU;5948
treatment of leachate, SLF, sludge from pulp and paper production, wastewater treatment;leachate, SLF, sludge from pulp and paper production;cubic meter;RoW;5949
transport, freight, lorry >32 metric ton, EURO6;transport, freight, lorry >32 metric ton, EURO6;ton kilometer;RoW;5950
electricity, high voltage, residual mix;electricity, high voltage;kilowatt hour;DE;5951
market for optical brighteners, for paper production;optical brighteners, for paper production;kilogram;RER;5952
market for seed-cotton, organic;seed-cotton, organic;kilogram;GLO;5953
market for used vegetable cooking oil, purified;used vegetable cooking oil, purified;kilogram;GLO;5954
laminated timber element production, for outdoor use;laminated timber element, transversally prestressed, for outdoor use;cubic meter;RoW;5955
arsine production;arsine;kilogram;GLO;5956
market for marine fish;marine fish;kilogram;GLO;5957
metolachlor production;metolachlor;kilogram;RER;5958
market for concrete slab;concrete slab;cubic meter;IN;5959
market for ethephon;ethephon;kilogram;GLO;5960
market for land use change, pasture, man made;land use change, pasture, man made;hectare;BR-AC;5961
market for flattened bamboo;flattened bamboo;kilogram;BR;5962
maize grain production, first crop;maize grain;kilogram;BR-BA;5963
recultivation, ilmenite mine;recultivation, ilmenite mine;square meter;GLO;5964
ventilation system production, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger;ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger;unit;RoW;5965
transport, pipeline, onshore, long distance, natural gas;transport, pipeline, onshore, long distance, natural gas;ton kilometer;IQ;5966
land use change, annual crop;land use change, annual crop;hectare;BR-SP;5967
market for cathode-ray tube, cathode ray tube display;cathode-ray tube, cathode ray tube display;kilogram;GLO;5968
electricity, high voltage, production mix;electricity, high voltage;kilowatt hour;US-TRE;5969
transport, passenger car, medium size, diesel, EURO 5;transport, passenger car, medium size, diesel, EURO 5;kilometer;RER;5970
electricity voltage transformation from high to medium voltage;electricity, medium voltage;kilowatt hour;DO;5971
treatment of used beverage cans, for recycling, unsorted, sorting;aluminium scrap, post-consumer, prepared for melting;kilogram;Europe without Switzerland;5972
market for 2,4-dichlorotoluene;2,4-dichlorotoluene;kilogram;GLO;5973
compressed air production, 700 kPa gauge, >30kW, average generation;compressed air, 700 kPa gauge;cubic meter;RER;5974
treatment of sewage sludge, 97% water, WWT-SLF, municipal solid waste, landfarming;sewage sludge, 97% water, WWT-SLF, municipal solid waste;kilogram;RoW;5975
market for glass etching factory;glass etching factory;unit;GLO;5976
heat production, natural gas, at boiler modulating >100kW;heat, district or industrial, natural gas;megajoule;CA-QC;5977
treatment of residues, MSWI, waste packaging paper, residual material landfill;residues, MSWI, waste packaging paper;kilogram;GLO;5978
electricity production, hydro, run-of-river;electricity, high voltage;kilowatt hour;CN-LN;5979
tube insulation factory construction;tube insulation factory;unit;RoW;5980
market for silicon, multi-Si, casted;silicon, multi-Si, casted;kilogram;CA-QC;5981
treatment of municipal solid waste, municipal incineration;electricity, for reuse in municipal waste incineration only;kilowatt hour;FI;5982
treatment of kitchen and garden biowaste, home composting in heaps and containers;biowaste, kitchen and garden waste;kilogram;RoW;5983
heat production, wood pellet, at furnace 9kW;heat, central or small-scale, other than natural gas;megajoule;CH;5984
market group for natural gas, high pressure;natural gas, high pressure;cubic meter;Europe without Switzerland;5985
market for inorganic phosphorus fertiliser, as P2O5;inorganic phosphorus fertiliser, as P2O5;kilogram;IS;5986
heat and power co-generation unit construction, 200kW electrical, components for heat only;heat and power co-generation unit, 200kW electrical, components for heat only;unit;RoW;5987
market for tall oil, crude;tall oil, crude;kilogram;GLO;5988
electricity production, wind, <1MW turbine, onshore;electricity, high voltage;kilowatt hour;TW;5989
carton board box production service, with gravure printing;carton board box production, with gravure printing;kilogram;CH;5990
market for inorganic potassium fertiliser, as K2O;inorganic potassium fertiliser, as K2O;kilogram;ZA;5991
electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted;electricity, low voltage;kilowatt hour;RoW;5992
market for zinc coat, coils;zinc coat, coils;square meter;GLO;5993
treatment of aluminium scrap, post-consumer, prepared for recycling, at remelter;aluminium, wrought alloy;kilogram;RER;5994
electricity production, hydro, run-of-river;electricity, high voltage;kilowatt hour;IN-MH;5995
heat and power co-generation, natural gas, 50kW electrical, lean burn;heat, central or small-scale, natural gas;megajoule;RoW;5996
market for maintenance, tanker, for petroleum;maintenance, tanker, for petroleum;unit;GLO;5997
electricity production, hydro, pumped storage;electricity, high voltage;kilowatt hour;GB;5998
packaging glass production, white;packaging glass, white;kilogram;DE;5999
clear-cutting, primary forest to arable land, annual crop;land tenure, arable land, measured as carbon net primary productivity, annual crop;kilogram;BR-BA;6000
nuclear power plant construction, pressure water reactor, 1000MW;nuclear power plant, pressure water reactor, 1000MW;unit;CN;6001
wheat seed production, Swiss integrated production, for sowing;wheat seed, Swiss integrated production, for sowing;kilogram;CH;6002
natural gas, high pressure, import from NO;natural gas, high pressure;cubic meter;BE;6003
market for sewage sludge, 97% water, WWT[U], WW from lorry production;sewage sludge, 97% water, WWT[U], WW from lorry production;kilogram;RoW;6004
market for sawnwood, beam, softwood, raw, dried (u=10%);sawnwood, beam, softwood, raw, dried (u=10%);cubic meter;RoW;6005
market for inorganic potassium fertiliser, as K2O;inorganic potassium fertiliser, as K2O;kilogram;IL;6006
market for chlorothalonil;chlorothalonil;kilogram;GLO;6007
heat and power co-generation, lignite;heat, district or industrial, other than natural gas;megajoule;RoW;6008
electricity voltage transformation from medium to low voltage;electricity, low voltage;kilowatt hour;BW;6009
electricity, high voltage, import from MA;electricity, high voltage;kilowatt hour;DZ;6010
intensive beef cattle production on pasture;weaned calves, live weight;kilogram;RoW;6011
sweet corn production;sweet corn;kilogram;HU;6012
market for combine harvesting, soybean;combine harvesting, soybean;hectare;GLO;6013
market for land use change, annual crop;land use change, annual crop;hectare;US;6014
heat production, light fuel oil, at boiler 100kW condensing, non-modulating;heat, central or small-scale, other than natural gas;megajoule;Europe without Switzerland;6015
methylcyclohexane production;methylcyclohexane;kilogram;RER;6016
treatment of waste wood, untreated, open dump, wet infiltration class (500mm);waste wood, untreated;kilogram;GLO;6017
market for cleft timber, measured as dry mass;cleft timber, measured as dry mass;kilogram;Europe without Switzerland;6018
market for chlorpropham;chlorpropham;kilogram;GLO;6019
market for photovoltaic panel factory;photovoltaic panel factory;unit;GLO;6020
sand quarry operation, open pit mine;sand;kilogram;BR;6021
market for feldspar;feldspar;kilogram;GLO;6022
uranium production, in yellowcake;uranium, in yellowcake;kilogram;RoW;6023
market for residue from TiO2 production, chloride process;residue from TiO2 production, chloride process;kilogram;RoW;6024
market for electrostatic paint;electrostatic paint;kilogram;GLO;6025
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;CA-NS;6026
solid manure loading and spreading, by hydraulic loader and spreader;solid manure loading and spreading, by hydraulic loader and spreader;kilogram;CA-QC;6027
assembly of generator and motor, auxilliaries and energy use, for mini CHP plant;assembly of generator and motor, auxilliaries and energy use, for mini CHP plant;unit;CH;6028
electricity, high voltage, production mix;electricity, high voltage;kilowatt hour;AR;6029
coke production;coal tar;kilogram;US;6030
heat production, at hot water tank, solar+electric, flat plate, multiple dwelling;heat, solar+electric, multiple-dwelling, for hot water;megajoule;CH;6031
market for wastewater, unpolluted;wastewater, unpolluted;cubic meter;RoW;6032
market for fibreboard, soft, without adhesives;fibreboard, soft, without adhesives;cubic meter;RER;6033
wood pellets, burned in stirling heat and power co-generation unit, 3kW electrical, future;heat, future;megajoule;RoW;6034
1-methylcyclopropene production;1-methylcyclopropene;kilogram;GLO;6035
market for leachate, SLF, inert waste;leachate, SLF, inert waste;cubic meter;RER;6036
electricity production, wind, <1MW turbine, onshore;electricity, high voltage;kilowatt hour;IN-KA;6037
electricity voltage transformation, residual mix, from medium to low voltage;electricity, low voltage;kilowatt hour;RO;6038
market for leachate, SLF, waste plastic, mixture;leachate, SLF, waste plastic, mixture;cubic meter;RoW;6039
fattening of calves for beef production, feedlot;cattle for slaughtering, live weight;kilogram;RoW;6040
wheat grain production, organic;straw, organic;kilogram;RoW;6041
water production, decarbonised;water, decarbonised;kilogram;US;6042
market for land use change, annual crop;land use change, annual crop;hectare;BR-TO;6043
nitric oxide production;nitric oxide;kilogram;GLO;6044
treatment of sewage sludge, 97% water, WWT-SLF, waste glass, landfarming;organic nitrogen fertiliser, as N;kilogram;GLO;6045
electricity production, natural gas, combined cycle power plant;electricity, high voltage;kilowatt hour;CN-SA;6046
market for transport, freight, lorry 3.5-7.5 metric ton, EURO6;transport, freight, lorry 3.5-7.5 metric ton, EURO6;ton kilometer;RER;6047
